"AnzahlFund";"StatistikFunde";"FindID";"Storage_refID";"Context_refID";"Site_refID";"Excavation_Number";"Object_Description";"Decoration_Description";"UseWear_Description";"Preservation_Condition";"Preservation_Status";"Find_Material";"Production_Quality";"Surface_Treatment";"Find_Category";"OtherTextileTools_Height_max_mm";"OtherTextileTools_Height_min_mm";"OtherTextileTools_Thickness_min_mm";"OtherTextileTools_Thickness_max_mm";"OtherTextileTools_Width_min_mm";"OtherTextileTools_Width_max_mm";"OtherTextileTools_Length_max_mm";"OtherTextileTools_Length_min_mm";"OtherTextileTools_Diameter_max_mm";"OtherTextileTools_Diameter_min_mm";"OtherTextileTools_Hole_Shape";"Spinning_bowl_Height_mm";"Spinning_bowl_Thickness_mm";"Spinning_Bowl_Rim_Diameter_mm";"Spinning_bowl_Base_Diameter_mm";"Spinning_Bowl_Number_of_Handles";"Spinning_bowl_Thickness_of_Handles_mm";"Loomweights_type_Valuelist";"Loomweight_Weight_in_g";"Loomweight_Weight_if_not_complete";"Loomweight_Estimated_full_weight";"Loomweight_Diameter_mm";"Loomweight_Height_mm";"Loomweight_Thickness_mm";"Loomweight_Width_mm";"Loomweight_Position_of_holes";"Loomweight_Number_of_holes";"Loomweight_Holediameter_range_mm";"Loomweight_Groove";"Fibre_Material_SystemA";"Fibre_Material_SystemB";"Thread_Spindirection_SystemA";"Thread_Spindirection_SystemB";"Thread_Spinangle_SystemA";"Thread_Spinangle_SystemB";"Textile_Weave";"Textile_Structure";"Textile_Material_analysis";"WarpWeft";"Thread_Fibre_Count_SystemA";"Thread_Fibre_Count_SystemB";"Threads_per_cm_SystemA";"Threads_per_cm_SystemB";"Needle_Thickness_at_midshaft";"Needle_Shape_of_head";"Needle_Shape_of_eye";"Needle_Eye_size_max_mm";"Needle_Length_mm";"Needle_Thickness_mm";"Spindlewhorl_Weight_in_g";"Spindlewhorl_Weight_if_not_complete_g";"Spindlewhorl_Estimated_full_weight";"Spindlewhorl_Diameter_in_mm";"Spindlewhorl_Height_in_mm";"Spindlewhorl_Holediameter_mm";"Spindlewhorl_type_Valuelist";"Spindlewhorl_Hole_shape_Valuelist";"Shuttle_Width_max_mm";"Shuttle_Width_min_mm";"Shuttle_Length_min_mm";"Shuttle_Length_max_mm";"Shuttle_Thickness_max_mm";"Shuttle_Opening";"Iconographic_Object_Height_max_mm";"Iconographic_Object_Length_max_mm";"Iconographic_Object_Width_max_mm";"Iconographic_Object_Type";"Iconographic_Object_Representation";"Textile_Fibre_Thickness";"Imprinted_Object_Height_mm";"Imprinted_Object_Length_mm";"Imprinted_Object_Width_mm";"Find_Category Anzahl";"Thread_diameter_mm_SystemA";"Thread_diameter_mm_SystemB";"Fibre_diameter_µm_SystemA";"Fibre_diameter_µm_SystemB";"Ply_SystemA";"Ply_SystemB";"Textile_Parenthetical_NotationalSystemA";"Textile_Parenthetical_NotationalSystemB";"Fibre_diameter_mean_SystemA";"Fibre_diameter_mean_SystemB";"Kemp_diameter_SystemB";"Kemp_diameter_SystemA";"Statistikspinnwirtel";"StatistikTextilien";"StatistikWebgewichte";"StatistikSpools";"StatistikTextileImprints";"StatistikPin";"StatistikIconogrphy";"StatistikBrush";"Impression_TwistdirectionA";"Impression_TwistdirectionB";"Impression_Twistangle_°A";"Impression_Twistangle_°B";"Impression_Dimensions_maxLength_mm";"Impression_Dimensions_maxWidth_mm";"Impression_Depth";"Impression_Depth_in%of_cord";"Impression_Twists_in_2cm";"Impression_single_threads_mean_diameter_mmA";"Impression_single_threads_mean_diameter_mmB";"Hollow";"AuswertungANIMALFIBRES";"AuswertungVEGETABLEFIBRES";"AuswertungUNDETERMINED";"SpinnwirtelTypSchmidt";"Statistikfeld SWGewicht";"Statistikfeld SW";"Anzahl HöheDurchmesserGewicht";"AuswertungSW";"Gewicht_min";"Gewicht_SW_max";"Ratio DurchmesserdurchHöhe";"Zeitscheiben";"Auswertung Perforated Ceramic Discs";"MittelwertHöhe";"MittelwertGewicht";"MittelwertDurchmesser";"Feld 185";"Decoration";"SWmodel_durchlocht";"SiteID";"Site_Name";"Longitude";"Latitude";"GeonamesID";"Datierungen";"Datierungen End";"Datierungen Kopie";"Datierungen End Kopie";"AuswertungFormelTEX";"AuswertungFormelTEXIMPR";"AuswertungFormelTEXPSEUD";"Auswertung Perforated Ceramic Discs2";"MittelwertHöhe2";"MittelwertGewicht2";"MittelwertDurchmesser2";"Georegion";"Georegion Kopie";"TIME_MIN";"TIME_MAX";"id"
"1";"2759";"C02622";"";"1873";"74";"O92-309";"complete painted";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11";"";"";"33";"7";"4";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"4,7142857142857143";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302598"
"1";"2759";"C02623";"";"1874";"74";"O92-316";"complete";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"36";"7";"6";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5,1428571428571429";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302599"
"1";"2759";"C02624";"";"1875";"74";"O92-324";"compelte";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"";"";"27";"7";"7";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"3,8571428571428571";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302600"
"1";"2759";"C02625";"";"1876";"74";"O92-87";"roughly finished";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"16";"";"";"36";"9";"7";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"4";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302601"
"1";"2759";"C02626";"";"1877";"74";"O92-9";"roughly finished painted";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"";"";"30";"5";"6";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302602"
"1";"2759";"C02627";"";"1878";"74";"O93-24";"complete, red burnished";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20";"";"";"49";"8";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6,125";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302603"
"1";"2759";"C02628";"";"1879";"74";"O93-31";"coarse ware sherd";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11";"";"";"37";"7";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5,2857142857142857";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302604"
"1";"2759";"C02629";"";"1880";"74";"O93-32";"fine ware sherd";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6";"";"";"33";"7";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"4,7142857142857143";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302605"
"1";"2759";"C02630";"";"1881";"74";"O93-37";"DFBW sherd";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"";"";"30";"6";"5";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302606"
"1";"2759";"C02631";"";"1882";"74";"O93-72";"complete, red slipped/burnish";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"";"";"38";"6";"6";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6,3333333333333333";"6000-5500";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302607"
"1";"2759";"C02632";"";"1883";"74";"O96-120";"redbrown standard ware";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"23";"8";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"2,875";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302608"
"1";"2759";"C02633";"";"1884";"74";"O96-126";"burnished sherd, angular";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11";"";"";"35";"6";"8";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5,8333333333333333";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302609"
"1";"2759";"C02634";"";"1885";"74";"O96-144";"irregular DFBW sherd";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"39";"";"";"52,5";"8";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6,5625";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302610"
"1";"2759";"C02635";"";"1886";"74";"O96-146";"burnished";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"";"";"27";"4";"6";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6,75";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302611"
"1";"2759";"C02636";"";"1887";"74";"O96-148";"brown reddish";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"";"";"24";"4";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302612"
"1";"2759";"C02637";"";"1888";"74";"O96-157";"grey, complete";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"";"";"39";"6";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6,5";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302613"
"1";"2759";"C02638";"";"1889";"74";"O96-170";"complete";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"31";"7";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"4,4285714285714286";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302614"
"1";"2759";"C02639";"";"1890";"74";"O96-172";"painted sherd";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14";"";"";"41";"7";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5,8571428571428571";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302615"
"1";"2759";"C02640";"";"1891";"74";"O96-176";"burnished";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"";"";"24";"4";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302616"
"1";"2759";"C02641";"";"1892";"74";"O96-177";"DFB sherd";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"30";"7";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"4,2857142857142857";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302617"
"1";"2759";"C02643";"";"1894";"74";"O96-179";"brown complete";"";"";"";"Complete";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"32";"6";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5,3333333333333333";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302618"
"1";"2759";"C02644";"";"1895";"74";"O96-180";"burnished";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"";"";"30";"5";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"6";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302619"
"1";"2759";"C02645";"";"1896";"74";"O96-188";"burnished";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14";"";"";"40";"7";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5,7142857142857143";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302620"
"1";"2759";"C02646";"";"1897";"74";"O96-192";"burnished";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"";"";"27";"5";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"5,4";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302621"
"1";"2759";"C02647";"";"1898";"74";"O96-211";"burnished";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11";"";"";"33";"8";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"4,125";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302622"
"1";"2759";"C02648";"";"1899";"74";"O96-213";"burnished";"";"";"";"";"Ceramic";"";"";"Spindle Whorl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"33";"4";"";"Discoid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2758";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1218";"2060";"1858";"13,46955214333834";"1,47";"155";"8,25";"6500-6000";"";"";"";"";"";"";"0";"74";"Sabi Abyad";"39,092917";"36,503611";"";"6200";"5700";"No Textiles";"No Textiles";"0";"0";"0";"";"";"";"";"Middle Euphrates";"Mesopotamien";"6000";"5500";"302623"
